"The Filthy Frank Show,9.9,"""
"Short, Comedy, Fantasy            "",""['G e o r g e   M i l l e r', 'Z e e q', 'A r t e m i s   H o l d e n b e r r y', 'B l o o d y   H a i r y']"",12 min"
"Game of Thrones,9.5,"""
"Adventure, Drama, Fantasy            "",""['E m i l i a   C l a r k e', 'P e t e r   D i n k l a g e', 'K i t   H a r i n g t o n', 'L e n a   H e a d e y']"",56 min"
"Breaking Bad,9.5,"""
"Crime, Drama, Thriller            "",""['B r y a n   C r a n s t o n', 'A a r o n   P a u l', 'A n n a   G u n n', 'B e t s y   B r a n d t']"",49 min"
"TVF Pitchers,9.4,"""
"Comedy, Drama            "",""['N a v e e n   K a s t u r i a', 'A r u n a b h   K u m a r', 'J i t e n d r a   K u m a r', 'A b h a y   M a h a j a n']"",40 min"
"Rick and Morty,9.3,"""
"Animation, Adventure, Comedy            "",""['J u s t i n   R o i l a n d', 'C h r i s   P a r n e l l', 'S p e n c e r   G r a m m e r', 'S a r a h   C h a l k e']"",22 min"
"The Wire,9.3,"""
"Crime, Drama, Thriller            "",""['D o m i n i c   W e s t', 'L a n c e   R e d d i c k', 'S o n j a   S o h n', 'W e n d e l l   P i e r c e']"",59 min"
"Twin Peaks,9.2,"""
"Crime, Drama, Mystery            "",""['K y l e   M a c L a c h l a n', 'S h e r y l   L e e', 'K i m m y   R o b e r t s o n', 'R u s s   T a m b l y n']"",60 min"
"Sherlock,9.2,"""
"Crime, Drama, Mystery            "",""['B e n e d i c t   C u m b e r b a t c h', 'M a r t i n   F r e e m a n', 'U n a   S t u b b s', 'R u p e r t   G r a v e s']"",88 min"
"The Sopranos,9.2,"""
"Crime, Drama            "",""['J a m e s   G a n d o l f i n i', 'L o r r a i n e   B r a c c o', 'E d i e   F a l c o', 'M i c h a e l   I m p e r i o l i']"",55 min"
"Avatar: The Last Airbender,9.2,"""
"Animation, Action, Adventure            "",""['D e e   B r a d l e y   B a k e r', 'Z a c h   T y l e r', 'M a e   W h i t m a n', 'J a c k   D e   S e n a']"",23 min"
"Leyla ile Mecnun,9.2,"""
"Adventure, Comedy, Drama            "",""['A l i   A t a y', 'C e n g i z   B o z k u r t', 'S e r k a n   K e s k i n', 'O s m a n   S o n a n t']"",80 min"
"True Detective,9.1,"""
"Crime, Drama, Mystery            "",""['V i n c e   V a u g h n', 'C o l i n   F a r r e l l', 'R a c h e l   M c A d a m s', 'T a y l o r   K i t s c h']"",55 min"
"Firefly,9.1,"""
"Adventure, Drama, Sci-Fi            "",""['N a t h a n   F i l l i o n', 'G i n a   T o r r e s', 'A l a n   T u d y k', 'M o r e n a   B a c c a r i n']"",44 min"
"Last Week Tonight with John Oliver,9.1,"""
"Comedy, News, Talk-Show            "",""['J o h n   O l i v e r', 'D a v i d   K a y e', 'N o e l   M a c N e a l', 'A l b e r t o   B o n i l l a']"",30 min"
"One Punch Man: Wanpanman,9.1,"""
"Animation, Action, Comedy            "",""['M a k o t o   F u r u k a w a', 'M a x   M i t t e l m a n', 'K a i t o   I s h i k a w a', 'Z a c h   A g u i l a r']"",24 min"
"Hagane no renkinjutsushi,9.1,"""
"Animation, Action, Adventure            "",""['K e n t   W i l l i a m s', 'I e m a s a   K a y u m i', 'V i c   M i g n o g n a', 'R o m i   P a k']"",24 min"
"Sarabhai vs Sarabhai,9.1,"""
"Comedy            "",""['S a t i s h   S h a h', 'R a t n a   P a t h a k', 'S u m e e t   R a g h v a n', 'R u p a l i   G a n g u l y']"",30 min"
"House of Cards,9.0,"""
"Drama            "",""['K e v i n   S p a c e y', 'M i c h e l   G i l l', 'R o b i n   W r i g h t', 'K a t e   M a r a']"",51 min"
"Fargo,9.0,"""
"Crime, Drama, Thriller            "",""['B i l l y   B o b   T h o r n t o n', 'M a r t i n   F r e e m a n', 'A l l i s o n   T o l m a n', 'C o l i n   H a n k s']"",53 min"
"Friends,9.0,"""
"Comedy, Romance            "",""['J e n n i f e r   A n i s t o n', 'C o u r t e n e y   C o x', 'L i s a   K u d r o w', 'M a t t   L e B l a n c']"",22 min"
"Westworld,9.0,"""
"Drama, Mystery, Sci-Fi            "",""['E v a n   R a c h e l   W o o d', 'J e f f r e y   W r i g h t', 'E d   H a r r i s', 'T h a n d i e   N e w t o n']"",60 min"
"The Twilight Zone,9.0,"""
"Fantasy, Horror, Mystery            "",""['R o d   S e r l i n g', 'R o b e r t   M c C o r d', 'J a y   O v e r h o l t s', 'V a u g h n   T a y l o r']"",51 min"
